date,league,home_team,away_team,bet_on,model_prob,edge,decimal_odds,ev,stake,won,profit,bankroll
2024-08-09,ENG_CHAMP,Blackburn,Derby,H,0.6199,0.1922,2.2,0.3637,50.0,True,60.0,1060.0
2024-08-10,ENG_CHAMP,Stoke,Coventry,H,0.512,0.1256,2.45,0.2544,46.48,True,67.4,1127.4
2024-08-10,ENG_CHAMP,Middlesbrough,Swansea,H,0.7039,0.1857,1.8,0.267,56.37,True,45.1,1172.49
2024-08-10,ENG_CHAMP,Leeds,Portsmouth,D,0.5363,0.3477,5.0,1.6814,58.62,True,234.48,1406.97
2024-08-10,ENG_CHAMP,Cardiff,Sunderland,A,0.5589,0.1816,2.5,0.3974,70.35,True,105.52,1512.5
2024-08-11,ENG_CHAMP,Sheffield Weds,Plymouth,H,0.6834,0.161,1.8,0.2301,75.62,True,60.5,1572.99
2024-08-15,LA_LIGA,Ath Bilbao,Getafe,D,0.6068,0.3689,4.0,1.4274,78.65,True,235.95,1808.94
2024-08-16,LIGUE_1,Le Havre,Paris SG,A,0.842,0.1761,1.42,0.1956,90.45,True,37.99,1846.93
2024-08-16,LA_LIGA,Las Palmas,Sevilla,D,0.527,0.2326,3.25,0.7127,92.35,True,207.79,2054.72
2024-08-16,ENG_CHAMP,Coventry,Oxford,H,0.6823,0.1248,1.7,0.1599,102.74,True,71.92,2126.64
2024-08-17,ENG_CHAMP,Bristol City,Millwall,H,0.5278,0.0545,2.0,0.0555,29.52,True,29.52,2156.16
2024-08-17,ENG_CHAMP,Norwich,Blackburn,D,0.5657,0.2893,3.4,0.9233,107.81,True,258.74,2414.9
2024-08-17,ENG_CHAMP,Sheffield United,QPR,H,0.5865,0.0626,1.8,0.0558,42.07,False,-42.07,2372.83
2024-08-17,ENG_CHAMP,Plymouth,Hull,D,0.6445,0.39,3.7,1.3845,118.64,True,320.33,2693.16
2024-08-17,LA_LIGA,Valencia,Barcelona,A,0.642,0.0924,1.73,0.1107,102.09,True,74.53,2767.69
2024-08-17,LIGUE_1,Monaco,St Etienne,H,0.8035,0.1648,1.48,0.1892,138.38,True,66.42,2834.11
2024-08-17,EPL,Ipswich,Liverpool,A,0.8842,0.169,1.33,0.176,141.71,True,46.76,2880.87
2024-08-17,EPL,Everton,Brighton,A,0.5008,0.1432,2.63,0.317,140.08,True,228.33,3109.2
2024-08-17,EPL,Newcastle,Southampton,H,0.9355,0.2357,1.36,0.2722,155.46,True,55.97,3165.17
2024-08-17,EPL,Nott'm Forest,Bournemouth,D,0.5045,0.2327,3.5,0.7658,158.26,True,395.65,3560.82
2024-08-17,EPL,West Ham,Aston Villa,A,0.6043,0.2579,2.75,0.6619,178.04,True,311.57,3872.39
2024-08-17,LIGUE_1,Reims,Lille,A,0.5361,0.1039,2.2,0.1794,144.73,True,173.68,4046.06
2024-08-17,LIGUE_1,Brest,Marseille,A,0.531,0.1353,2.4,0.2744,198.28,True,277.59,4323.66
2024-08-17,ENG_CHAMP,Burnley,Cardiff,H,0.7454,0.1012,1.45,0.0808,194.14,True,87.36,4411.02
2024-08-17,SERIE_A,Genoa,Inter,D,0.7222,0.4858,4.0,1.8888,220.55,True,661.65,5072.67
2024-08-17,SERIE_A,Empoli,Monza,D,0.6042,0.3054,3.2,0.9334,253.63,True,557.99,5630.65
2024-08-18,SERIE_A,Lazio,Venezia,H,0.7618,0.1201,1.48,0.1275,281.53,True,135.13,5765.79
2024-08-18,LIGUE_1,Angers,Lens,A,0.8209,0.2354,1.62,0.3298,288.29,True,178.74,5944.53
2024-08-18,LIGUE_1,Montpellier,Strasbourg,D,0.5323,0.249,3.3,0.7565,297.23,True,683.63,6628.16
2024-08-18,LIGUE_1,Toulouse,Nantes,D,0.5731,0.2843,3.3,0.8912,331.41,True,762.24,7390.4
2024-08-18,SERIE_A,Bologna,Udinese,D,0.5784,0.2979,3.4,0.9666,369.52,True,886.85,8277.25
2024-08-18,SERIE_A,Cagliari,Roma,A,0.5422,0.0542,1.95,0.0574,124.95,False,-124.95,8152.3
2024-08-18,EPL,Chelsea,Man City,A,0.8129,0.2868,1.8,0.4633,407.61,True,326.09,8478.39
2024-08-18,LA_LIGA,Mallorca,Real Madrid,D,0.5767,0.3505,4.2,1.4221,423.92,True,1356.54,9834.93
2024-08-19,LA_LIGA,Valladolid,Espanol,H,0.5995,0.1985,2.38,0.4269,491.75,True,678.61,10513.55
2024-08-19,EPL,Leicester,Tottenham,D,0.5893,0.369,4.33,1.5516,525.68,True,1750.51,12264.06
2024-08-19,SERIE_A,Lecce,Atalanta,A,0.7686,0.2533,1.85,0.4219,613.2,True,521.22,12785.28
2024-08-19,SERIE_A,Juventus,Como,H,0.7641,0.0528,1.33,0.0162,156.93,True,51.79,12837.07
2024-08-23,LIGUE_1,Paris SG,Montpellier,H,0.8212,0.0541,1.25,0.0265,340.75,True,85.19,12922.25
2024-08-23,LA_LIGA,Celta,Valencia,H,0.5826,0.1282,2.1,0.2234,646.11,True,710.72,13632.98
2024-08-23,ENG_CHAMP,Sheffield Weds,Leeds,A,0.6744,0.1812,1.91,0.2881,681.65,True,620.3,14253.28
2024-08-24,LIGUE_1,Lille,Angers,H,0.8753,0.1796,1.36,0.1904,712.66,True,256.56,14509.83
2024-08-24,EPL,Brighton,Man United,H,0.566,0.1852,2.5,0.4149,725.49,True,1088.24,15598.07
2024-08-24,EPL,Fulham,Leicester,H,0.6538,0.1298,1.8,0.1768,779.9,True,623.92,16221.99
2024-08-24,LA_LIGA,Osasuna,Mallorca,H,0.588,0.2005,2.45,0.4406,811.1,True,1176.1,17398.08
2024-08-24,LA_LIGA,Barcelona,Ath Bilbao,H,0.674,0.0891,1.62,0.0919,644.43,True,399.55,17797.63
2024-08-24,LA_LIGA,Espanol,Sociedad,A,0.6159,0.1543,2.05,0.2626,889.88,True,934.37,18732.01
2024-08-24,LA_LIGA,Getafe,Vallecano,D,0.708,0.3917,3.0,1.124,936.6,True,1873.2,20605.21
2024-08-24,EPL,Tottenham,Everton,H,0.8509,0.195,1.44,0.2253,1030.26,True,453.31,21058.52
2024-08-24,EPL,Aston Villa,Arsenal,A,0.7684,0.2321,1.75,0.3447,1052.93,True,789.7,21848.22
2024-08-24,LIGUE_1,Lyon,Monaco,A,0.5984,0.2313,2.6,0.5559,1092.41,True,1747.86,23596.07
2024-08-24,ENG_CHAMP,QPR,Plymouth,D,0.5139,0.2661,3.8,0.9527,1179.8,True,3303.44,26899.51
2024-08-24,SERIE_A,Inter,Lecce,H,0.9094,0.1181,1.2,0.0913,1344.98,True,269.0,27168.51
2024-08-24,ENG_CHAMP,Blackburn,Oxford,H,0.7716,0.2371,1.75,0.3503,1358.43,True,1018.82,28187.33
2024-08-24,ENG_CHAMP,Middlesbrough,Portsmouth,D,0.5055,0.2883,4.33,1.1889,1409.37,True,4693.2,32880.53
2024-08-24,ENG_CHAMP,Watford,Derby,H,0.5582,0.0531,1.85,0.0327,316.48,True,269.01,33149.54
2024-08-25,SERIE_A,Napoli,Bologna,H,0.607,0.1086,1.9,0.1534,1412.23,True,1271.01,34420.55
2024-08-25,LIGUE_1,Lens,Brest,H,0.6043,0.0743,1.8,0.0878,944.69,True,755.75,35176.3
2024-08-25,EPL,Liverpool,Brentford,H,0.829,0.0807,1.27,0.0528,1719.95,True,464.39,35640.69
2024-08-25,EPL,Wolves,Chelsea,A,0.7153,0.1723,1.75,0.2518,1782.03,True,1336.52,36977.21
2024-08-25,LA_LIGA,Ath Madrid,Girona,H,0.7225,0.1276,1.6,0.1559,1848.86,True,1109.32,38086.53
2024-08-25,SERIE_A,Fiorentina,Venezia,D,0.5805,0.3815,4.75,1.7575,1904.33,True,7141.24,45227.76
2024-08-25,LA_LIGA,Leganes,Las Palmas,H,0.5884,0.1673,2.25,0.3238,2261.39,True,2826.74,48054.5
2024-08-26,LA_LIGA,Villarreal,Celta,H,0.7154,0.231,1.91,0.3665,2402.73,True,2186.48,50240.99
2024-08-26,SERIE_A,Verona,Juventus,A,0.7608,0.1937,1.67,0.2705,2512.05,True,1683.07,51924.06
2024-08-27,LA_LIGA,Mallorca,Sevilla,D,0.5041,0.197,3.1,0.5628,2596.2,True,5452.02,57376.08
2024-08-27,LA_LIGA,Vallecano,Barcelona,A,0.7243,0.1479,1.62,0.1734,2868.8,True,1778.66,59154.73
2024-08-28,LA_LIGA,Ath Bilbao,Valencia,H,0.6936,0.1043,1.62,0.1236,2947.45,True,1827.42,60982.15
2024-08-29,LA_LIGA,Girona,Osasuna,H,0.6457,0.0956,1.7,0.0977,2128.57,True,1490.0,62472.15
2024-08-29,LA_LIGA,Las Palmas,Real Madrid,D,0.5079,0.3174,5.0,1.5397,3123.61,True,12494.44,74966.59
2024-08-30,SERIE_A,Inter,Atalanta,H,0.7555,0.1487,1.57,0.1861,3748.33,True,2136.55,77103.14
2024-08-30,SERIE_A,Venezia,Torino,A,0.5401,0.1079,2.2,0.1882,3022.83,True,3627.4,80730.54
2024-08-31,ENG_CHAMP,Portsmouth,Sunderland,A,0.6116,0.1519,2.05,0.2538,4036.53,True,4238.36,84968.89
2024-08-31,SERIE_A,Napoli,Parma,H,0.8455,0.2016,1.48,0.2513,4248.44,True,2039.25,87008.14
2024-08-31,SERIE_A,Lazio,Milan,D,0.5477,0.2691,3.4,0.8623,4350.41,True,10440.98,97449.13
2024-08-31,ENG_CHAMP,Oxford,Preston,H,0.5229,0.1315,2.4,0.2551,4438.32,True,6213.65,103662.78
2024-08-31,ENG_CHAMP,Cardiff,Middlesbrough,A,0.565,0.0568,1.85,0.0453,1380.98,True,1173.83,104836.61
2024-08-31,SERIE_A,Lecce,Cagliari,H,0.5466,0.1237,2.25,0.2298,4818.18,True,6022.73,110859.33
2024-08-31,ENG_CHAMP,Leeds,Hull,H,0.8537,0.14,1.33,0.1355,5542.97,True,1829.18,112688.51
2024-08-31,EPL,West Ham,Man City,A,0.8679,0.1773,1.38,0.1977,5634.43,True,2141.08,114829.6
2024-08-31,LIGUE_1,Toulouse,Marseille,A,0.5997,0.0997,1.9,0.1394,4444.97,True,4000.47,118830.07
2024-08-31,LIGUE_1,Brest,St Etienne,H,0.7211,0.1918,1.8,0.298,5941.5,True,4753.2,123583.27
2024-08-31,LA_LIGA,Leganes,Mallorca,A,0.6287,0.3299,3.2,1.0118,6179.16,True,13594.15,137177.42
2024-08-31,LA_LIGA,Barcelona,Valladolid,H,0.8767,0.122,1.25,0.0959,6858.87,True,1714.72,138892.14
2024-08-31,EPL,Leicester,Aston Villa,A,0.734,0.1793,1.7,0.2478,6944.61,True,4861.23,143753.37
2024-08-31,ENG_CHAMP,Millwall,Sheffield Weds,H,0.5697,0.1763,2.38,0.3558,7187.67,True,9918.98,153672.35
2024-08-31,EPL,Brentford,Southampton,H,0.6402,0.1005,1.75,0.1203,6163.87,True,4622.9,158295.25
2024-08-31,EPL,Everton,Bournemouth,A,0.5675,0.194,2.55,0.4471,7914.76,True,12267.88,170563.13
2024-09-01,LA_LIGA,Sevilla,Girona,A,0.6408,0.2953,2.75,0.7623,8528.16,True,14924.28,185487.41
2024-09-01,SERIE_A,Fiorentina,Monza,D,0.596,0.353,3.9,1.3245,9274.37,True,26895.67,212383.09
2024-09-01,LA_LIGA,Getafe,Sociedad,D,0.5653,0.2371,2.9,0.6395,10619.15,True,20176.38,232559.47
2024-09-01,ENG_CHAMP,Sheffield United,Watford,H,0.6401,0.1056,1.75,0.1202,9319.76,True,6989.82,239549.29
2024-09-01,LIGUE_1,Angers,Nice,A,0.7151,0.2403,2.0,0.4302,11977.46,True,11977.46,251526.75
2024-09-01,LA_LIGA,Real Madrid,Betis,H,0.7994,0.0641,1.29,0.0312,6757.09,True,1959.56,253486.31
2024-09-01,LA_LIGA,Alaves,Las Palmas,H,0.5482,0.063,1.95,0.069,4604.96,True,4374.71,257861.02
2024-09-01,LIGUE_1,Lille,Paris SG,A,0.7357,0.2258,1.85,0.361,12893.05,True,10959.09,268820.11
2024-09-01,EPL,Man United,Liverpool,A,0.7601,0.2448,1.85,0.4062,13441.01,True,11424.86,280244.97
2024-09-01,EPL,Newcastle,Tottenham,H,0.5648,0.1839,2.5,0.4121,14012.25,True,21018.38,301263.34
2024-09-13,LA_LIGA,Betis,Leganes,H,0.6913,0.102,1.62,0.1199,14565.03,True,9030.32,310293.66
2024-09-13,ENG_CHAMP,Hull,Sheffield United,A,0.5116,0.0664,2.1,0.0744,5249.28,True,5774.21,316067.87
2024-09-14,SERIE_A,Como,Bologna,D,0.6213,0.328,3.25,1.0192,15803.39,True,35557.63,351625.5
2024-09-14,EPL,Bournemouth,Chelsea,A,0.6313,0.1584,2.0,0.2625,17581.27,True,17581.27,369206.77
2024-09-14,LA_LIGA,Sevilla,Getafe,H,0.5668,0.1372,2.2,0.2469,18460.34,True,22152.41,391359.18
2024-09-14,ENG_CHAMP,Plymouth,Sunderland,H,0.6232,0.4158,4.5,1.8044,19567.96,True,68487.86,459847.04
2024-09-14,ENG_CHAMP,Blackburn,Bristol City,H,0.5441,0.0907,2.05,0.1153,12627.46,True,13258.83,473105.87
2024-09-14,ENG_CHAMP,Oxford,Stoke,H,0.5068,0.2028,3.1,0.571,23655.29,True,49676.11,522781.98
2024-09-14,ENG_CHAMP,Millwall,Luton,A,0.5047,0.1472,2.63,0.3274,26139.1,True,42606.73,565388.71
2024-09-14,LA_LIGA,Sociedad,Real Madrid,A,0.6341,0.0722,1.67,0.059,12439.16,True,8334.24,573722.95
2024-09-14,EPL,Southampton,Man United,A,0.6878,0.1332,1.7,0.1693,28686.15,True,20080.31,593803.25
2024-09-14,LIGUE_1,Paris SG,Brest,H,0.8801,0.133,1.27,0.1177,29690.16,True,8016.34,601819.6
2024-09-14,LIGUE_1,Auxerre,Monaco,A,0.7345,0.2263,1.85,0.3588,30090.98,True,25577.33,627396.93
2024-09-14,LIGUE_1,Marseille,Nice,H,0.6316,0.0802,1.7,0.0737,16507.67,True,11555.37,638952.3
2024-09-14,SERIE_A,Milan,Venezia,H,0.8493,0.1196,1.3,0.104,31947.61,True,9584.28,648536.58
2024-09-14,SERIE_A,Empoli,Juventus,D,0.5405,0.2776,3.6,0.9457,32426.83,True,84309.76,732846.34
2024-09-15,ENG_CHAMP,Portsmouth,West Brom,A,0.6816,0.1861,1.9,0.2951,36642.32,True,32978.09,765824.43
2024-09-15,LIGUE_1,Rennes,Montpellier,H,0.8563,0.2727,1.62,0.3872,38291.22,True,23740.56,789564.98
2024-09-15,LIGUE_1,Toulouse,Le Havre,H,0.6004,0.074,1.8,0.0806,19894.66,True,15915.73,805480.71
2024-09-15,LA_LIGA,Ath Madrid,Valencia,H,0.7792,0.0732,1.33,0.0363,22149.68,True,7309.39,812790.11
2024-09-15,LA_LIGA,Las Palmas,Ath Bilbao,A,0.7222,0.2493,2.0,0.4445,40639.51,True,40639.51,853429.62
2024-09-15,EPL,Wolves,Newcastle,A,0.7323,0.2813,2.1,0.5377,42671.48,True,46938.63,900368.25
2024-09-15,LA_LIGA,Girona,Barcelona,A,0.7714,0.2457,1.8,0.3885,45018.41,True,36014.73,936382.97
2024-09-15,SERIE_A,Monza,Inter,D,0.5144,0.3138,4.75,1.4432,46819.15,True,175571.81,1111954.79
2024-09-15,SERIE_A,Cagliari,Napoli,A,0.6034,0.0759,1.8,0.0862,29954.0,True,23963.2,1135917.99
2024-09-15,LA_LIGA,Celta,Valladolid,H,0.6474,0.0756,1.67,0.0811,34381.2,True,23035.4,1158953.39
2024-09-15,SERIE_A,Atalanta,Fiorentina,H,0.5909,0.0646,1.8,0.0636,23052.25,True,18441.8,1177395.19
2024-09-15,LIGUE_1,Strasbourg,Angers,D,0.5606,0.308,3.8,1.1303,58869.76,True,164835.33,1342230.52
2024-09-15,LIGUE_1,Lens,Lyon,D,0.5127,0.2595,3.75,0.9226,67111.53,True,184556.71,1526787.23
2024-09-16,LA_LIGA,Vallecano,Osasuna,H,0.541,0.081,2.05,0.109,39636.3,True,41618.11,1568405.34
2024-09-16,SERIE_A,Lazio,Verona,H,0.756,0.1665,1.62,0.2247,78420.27,True,48620.57,1617025.91
2024-09-18,LA_LIGA,Betis,Getafe,H,0.5465,0.0512,1.91,0.0439,19505.78,True,17750.26,1634776.17
2024-09-19,LA_LIGA,Leganes,Ath Bilbao,A,0.6136,0.1564,2.05,0.2579,81738.81,True,85825.75,1720601.92
2024-09-20,LIGUE_1,Nice,St Etienne,H,0.7836,0.1619,1.53,0.1988,86030.1,True,45595.95,1766197.87
2024-09-20,LA_LIGA,Alaves,Sevilla,H,0.5171,0.0775,2.15,0.1119,42946.73,True,49388.74,1815586.61
2024-09-20,ENG_CHAMP,Stoke,Hull,H,0.5064,0.0593,2.1,0.0635,26182.51,False,-26182.51,1789404.1
2024-09-21,LA_LIGA,Valencia,Girona,H,0.6368,0.3062,2.88,0.8341,89470.21,True,168203.99,1957608.1
2024-09-21,LA_LIGA,Osasuna,Las Palmas,H,0.5697,0.0725,1.9,0.0825,44849.9,True,40364.91,1997973.01
2024-09-21,LA_LIGA,Valladolid,Sociedad,D,0.5988,0.2796,3.0,0.7964,99898.65,True,199797.3,2197770.31
2024-09-21,ENG_CHAMP,Burnley,Portsmouth,H,0.7614,0.1219,1.48,0.1268,109888.52,True,52746.49,2250516.79
2024-09-21,ENG_CHAMP,Norwich,Watford,H,0.6185,0.181,2.15,0.3297,112525.84,True,129404.72,2379921.51
2024-09-21,ENG_CHAMP,Bristol City,Oxford,H,0.7413,0.2021,1.75,0.2972,118996.08,True,89247.06,2469168.57
2024-09-21,SERIE_A,Juventus,Napoli,D,0.6205,0.3408,3.4,1.1097,123458.43,True,296300.23,2765468.8
2024-09-21,EPL,Crystal Palace,Man United,D,0.5977,0.3434,3.75,1.2415,138273.44,True,380251.96,3145720.76
2024-09-21,EPL,Tottenham,Brentford,H,0.6936,0.0787,1.55,0.075,107281.02,True,59004.56,3204725.32
2024-09-21,EPL,Liverpool,Bournemouth,H,0.8936,0.1542,1.3,0.1616,160236.27,True,48070.88,3252796.2
2024-09-21,EPL,West Ham,Chelsea,A,0.6521,0.1624,1.95,0.2717,162639.81,True,154507.82,3407304.02
2024-09-21,ENG_CHAMP,West Brom,Plymouth,H,0.8663,0.1903,1.38,0.1955,170365.2,True,64738.78,3472042.8
2024-09-22,LA_LIGA,Villarreal,Barcelona,A,0.7441,0.2309,1.85,0.3765,173602.14,True,147561.82,3619604.62
2024-09-22,LA_LIGA,Getafe,Leganes,D,0.6242,0.2858,2.8,0.7476,180980.23,True,325764.41,3945369.03
2024-09-22,SERIE_A,Monza,Bologna,A,0.6789,0.2791,2.4,0.6293,197268.45,True,276175.83,4221544.86
2024-09-22,LIGUE_1,Montpellier,Auxerre,H,0.5901,0.1762,2.3,0.3572,211077.24,True,274400.41,4495945.28
2024-09-22,EPL,Man City,Arsenal,D,0.6856,0.4224,3.6,1.468,224797.26,True,584472.88,5080418.15
2024-09-22,LIGUE_1,Monaco,Le Havre,H,0.8588,0.1674,1.36,0.168,254020.91,True,91447.53,5171865.68
2024-09-22,SERIE_A,Roma,Udinese,H,0.6801,0.0899,1.62,0.1018,212384.11,True,131678.15,5303543.83
2024-09-24,LA_LIGA,Sevilla,Valladolid,H,0.6989,0.1222,1.65,0.1531,265177.19,True,172365.17,5475909.0
2024-09-24,LA_LIGA,Real Madrid,Alaves,H,0.9094,0.1263,1.2,0.0913,273795.45,True,54759.09,5530668.09
2024-09-25,LA_LIGA,Barcelona,Getafe,H,0.8317,0.077,1.25,0.0397,219454.13,True,54863.53,5585531.62
2024-09-26,LA_LIGA,Celta,Ath Madrid,A,0.7129,0.2176,1.91,0.3617,279276.58,True,254141.69,5839673.31
2024-09-26,LA_LIGA,Espanol,Villarreal,A,0.5455,0.1061,2.15,0.1729,219455.11,True,252373.38,6092046.69
2024-09-27,LIGUE_1,Paris SG,Rennes,H,0.7852,0.094,1.38,0.0836,304602.33,True,115748.89,6207795.57
2024-09-27,LA_LIGA,Valladolid,Mallorca,A,0.5589,0.1996,2.63,0.4699,310389.78,True,505935.34,6713730.91
2024-09-27,SERIE_A,Milan,Lecce,H,0.8841,0.1686,1.33,0.1758,335686.55,True,110776.56,6824507.48
2024-09-28,LIGUE_1,Monaco,Montpellier,H,0.8577,0.1531,1.33,0.1408,341225.37,True,112604.37,6937111.85
2024-09-28,LIGUE_1,Le Havre,Lille,A,0.7529,0.2098,1.75,0.3175,346855.59,True,260141.69,7197253.54
2024-09-28,EPL,Wolves,Liverpool,A,0.8732,0.1577,1.33,0.1614,359862.68,True,118754.68,7316008.22
2024-09-28,EPL,Newcastle,Man City,D,0.7143,0.4936,4.33,2.093,365800.41,True,1218115.37,8534123.59
2024-09-28,SERIE_A,Bologna,Atalanta,D,0.6182,0.3305,3.3,1.0402,426706.18,True,981424.21,9515547.8
2024-09-28,SERIE_A,Genoa,Juventus,A,0.755,0.1978,1.7,0.2835,475777.39,True,333044.17,9848591.98
2024-09-28,SERIE_A,Udinese,Inter,A,0.7861,0.1422,1.48,0.1634,492429.6,True,236366.21,10084958.18
2024-09-28,EPL,Chelsea,Brighton,H,0.6506,0.1023,1.73,0.1256,433673.47,True,316581.63,10401539.82
2024-09-28,ENG_CHAMP,Blackburn,QPR,H,0.6253,0.1588,2.0,0.2505,520076.99,True,520076.99,10921616.81
2024-09-28,LA_LIGA,Sociedad,Valencia,H,0.6596,0.149,1.85,0.2202,546080.84,True,464168.71,11385785.52
2024-09-28,ENG_CHAMP,Watford,Sunderland,H,0.5585,0.2176,2.75,0.5358,569289.28,True,996256.24,12382041.76
2024-09-28,ENG_CHAMP,Derby,Norwich,A,0.5106,0.1325,2.5,0.2764,570401.11,True,855601.67,13237643.43
2024-09-28,ENG_CHAMP,Hull,Cardiff,H,0.6834,0.1783,1.85,0.2643,661882.17,True,562599.84,13800243.27
2024-09-28,ENG_CHAMP,Leeds,Coventry,H,0.6553,0.0509,1.55,0.0157,98531.49,True,54192.32,13854435.59
2024-09-28,ENG_CHAMP,Middlesbrough,Stoke,H,0.6814,0.1,1.6,0.0903,521200.4,True,312720.24,14167155.83
2024-09-28,ENG_CHAMP,Millwall,Preston,H,0.6128,0.1172,1.9,0.1644,646798.15,True,582118.33,14749274.17
2024-09-28,LA_LIGA,Vallecano,Leganes,D,0.5575,0.2429,3.0,0.6724,737463.71,True,1474927.42,16224201.59
2024-09-28,LA_LIGA,Getafe,Alaves,H,0.5367,0.1674,2.55,0.3685,811210.08,True,1257375.62,17481577.21
2024-09-29,LA_LIGA,Betis,Espanol,H,0.7362,0.1719,1.65,0.2147,874078.86,True,568151.26,18049728.47
2024-09-29,SERIE_A,Como,Verona,H,0.5985,0.1442,2.1,0.2569,902486.42,True,992735.06,19042463.53
2024-09-29,SERIE_A,Napoli,Monza,H,0.9115,0.2132,1.36,0.2397,952123.18,True,342764.34,19385227.88
2024-09-29,LIGUE_1,Angers,Reims,A,0.6238,0.1887,2.2,0.3723,969261.39,True,1163113.67,20548341.54
2024-09-30,EPL,Bournemouth,Southampton,H,0.6907,0.1134,1.65,0.1396,1027417.08,True,667821.1,21216162.65
2024-10-01,ENG_CHAMP,Norwich,Leeds,D,0.5941,0.3175,3.4,1.0198,1060808.13,True,2545939.51,23762102.16
2024-10-01,ENG_CHAMP,Coventry,Blackburn,H,0.5647,0.1253,2.15,0.2141,1105847.85,True,1271725.03,25033827.19
2024-10-01,ENG_CHAMP,Cardiff,Millwall,H,0.5971,0.2833,3.0,0.7912,1251691.36,True,2503382.72,27537209.91
2024-10-01,ENG_CHAMP,West Brom,Middlesbrough,A,0.539,0.2046,2.8,0.5092,1376860.5,True,2478348.9,30015558.81
2024-10-01,ENG_CHAMP,Burnley,Plymouth,H,0.7548,0.0958,1.42,0.0718,1283175.88,True,538933.87,30554492.67
2024-10-02,ENG_CHAMP,Sheffield United,Swansea,H,0.6543,0.1125,1.73,0.1319,1380684.53,True,1007899.71,31562392.38
2024-10-02,ENG_CHAMP,Stoke,Portsmouth,H,0.673,0.151,1.8,0.2114,1578119.62,True,1262495.7,32824888.08
2024-10-04,ENG_CHAMP,Sunderland,Leeds,D,0.5181,0.224,3.2,0.6579,1641244.4,True,3610737.68,36435625.76
2024-10-04,LA_LIGA,Leganes,Valencia,D,0.5579,0.2269,2.88,0.6066,1821781.29,True,3424948.83,39860574.58
2024-10-04,SERIE_A,Napoli,Como,H,0.7225,0.074,1.45,0.0477,1055569.62,True,475006.33,40335580.91
2024-10-05,EPL,Brentford,Wolves,H,0.5707,0.1104,2.05,0.1699,1631726.93,True,1713313.28,42048894.19
2024-10-05,LIGUE_1,Lille,Toulouse,H,0.6476,0.094,1.73,0.1203,1732201.54,True,1264507.12,43313401.31
2024-10-05,LIGUE_1,Rennes,Monaco,A,0.5002,0.1261,2.55,0.2755,1924565.25,True,2983076.14,46296477.45
2024-10-05,SERIE_A,Inter,Torino,H,0.8489,0.1233,1.3,0.1036,2314823.87,True,694447.16,46990924.61
2024-10-05,SERIE_A,Atalanta,Genoa,H,0.7834,0.129,1.45,0.1359,2349546.23,True,1057295.8,48048220.41
2024-10-05,SERIE_A,Udinese,Lecce,H,0.5725,0.144,2.2,0.2596,2402411.02,True,2882893.22,50931113.64
2024-10-05,LA_LIGA,Real Madrid,Villarreal,H,0.9074,0.1681,1.27,0.1524,2546555.68,True,687570.03,51618683.67
2024-10-05,LA_LIGA,Valladolid,Vallecano,A,0.7242,0.3454,2.5,0.8105,2580934.18,True,3871401.27,55490084.94
2024-10-05,LA_LIGA,Getafe,Osasuna,D,0.617,0.2904,2.9,0.7894,2774504.25,True,5271558.08,60761643.02
2024-10-05,LA_LIGA,Las Palmas,Celta,A,0.5891,0.167,2.25,0.3256,3038082.15,True,3797602.69,64559245.7
2024-10-05,EPL,Crystal Palace,Liverpool,A,0.7402,0.1087,1.5,0.1104,3227962.29,True,1613981.15,66173226.85
2024-10-05,EPL,Everton,Newcastle,A,0.5263,0.0913,2.2,0.1579,2177187.13,False,-2177187.13,63996039.72
2024-10-05,EPL,Man City,Fulham,H,0.8317,0.0684,1.25,0.0396,2535358.89,True,633839.72,64629879.44
2024-10-05,EPL,West Ham,Ipswich,H,0.6644,0.1351,1.8,0.1959,3231493.97,True,2585195.18,67215074.62
2024-10-05,ENG_CHAMP,Norwich,Hull,H,0.542,0.057,1.95,0.057,1008025.79,True,957624.5,68172699.12
2024-10-05,ENG_CHAMP,Derby,QPR,H,0.5238,0.0961,2.2,0.1523,2163636.21,True,2596363.45,70769062.57
2024-10-05,ENG_CHAMP,Sheffield United,Luton,H,0.5653,0.0655,1.9,0.0741,1457114.89,True,1311403.4,72080465.97
2024-10-06,LA_LIGA,Girona,Ath Bilbao,H,0.5255,0.1207,2.35,0.235,3136935.21,True,4234862.53,76315328.51
2024-10-06,LIGUE_1,Reims,Montpellier,H,0.6273,0.098,1.8,0.1291,3079241.16,True,2463392.93,78778721.43
2024-10-06,SERIE_A,Juventus,Cagliari,D,0.6068,0.4163,5.0,2.0341,3938936.07,True,15755744.28,94534465.71
2024-10-06,SERIE_A,Lazio,Empoli,H,0.731,0.1265,1.57,0.1477,4726723.29,True,2694232.28,97228697.99
2024-10-06,LIGUE_1,Strasbourg,Lens,D,0.5496,0.2618,3.3,0.8136,4861434.9,True,11181300.27,108409998.26
2024-10-06,LIGUE_1,Brest,Le Havre,H,0.6813,0.1549,1.8,0.2263,5420499.91,True,4336399.93,112746398.19
2024-10-06,LIGUE_1,Lyon,Nantes,H,0.6686,0.1294,1.75,0.1701,5637319.91,True,4227989.93,116974388.12
2024-10-18,LA_LIGA,Alaves,Valladolid,A,0.5031,0.3371,5.75,1.8927,5848719.41,True,27781417.2,144755805.32
