date,league,home_team,away_team,bet_on,model_prob,edge,decimal_odds,ev,stake,won,profit,bankroll
2025-05-18,LA_LIGA,Valladolid,Alaves,A,0.8367,0.2461,1.6,0.3387,7.874230101878027e+29,True,4.724538061126817e+29,1.6220914009868737e+31
2025-05-18,LA_LIGA,Sociedad,Girona,H,0.7442,0.2815,2.05,0.5257,8.110457004934369e+29,True,8.515979855181087e+29,1.7072511995386845e+31
2025-05-18,LA_LIGA,Osasuna,Espanol,H,0.6352,0.1155,1.8,0.1433,7.646879199617738e+29,True,6.117503359694191e+29,1.7684262331356265e+31
2025-05-18,LA_LIGA,Mallorca,Getafe,A,0.6434,0.4168,4.2,1.7023,8.842131165678133e+29,True,2.8294819730170023e+30,2.0513744304373266e+31
2025-05-18,LA_LIGA,Barcelona,Villarreal,A,0.6387,0.3864,3.75,1.3951,1.0256872152186633e+30,True,2.820639841851324e+30,2.333438414622459e+31
2025-05-18,LA_LIGA,Ath Madrid,Betis,H,0.7809,0.289,1.91,0.4914,1.1667192073112295e+30,True,1.0617144786532187e+30,2.439609862487781e+31
2025-05-18,EPL,West Ham,Nott'm Forest,A,0.6611,0.2907,2.55,0.6858,1.2198049312438906e+30,True,1.8906976434280302e+30,2.628679626830584e+31
2025-05-18,LA_LIGA,Las Palmas,Leganes,A,0.5767,0.1738,2.35,0.3553,1.3143398134152923e+30,True,1.7743587481106447e+30,2.8061155016416486e+31
2025-05-18,SERIE_A,Juventus,Udinese,H,0.8725,0.1842,1.38,0.204,1.4030577508208242e+30,True,5.331619453119131e+29,2.85943169617284e+31
2025-05-18,SERIE_A,Cagliari,Venezia,H,0.5955,0.2296,2.6,0.5483,1.42971584808642e+30,True,2.287545356938272e+30,3.088186231866667e+31
2025-05-19,EPL,Brighton,Liverpool,H,0.7401,0.377,2.6,0.9242,1.5440931159333336e+30,True,2.470548985493334e+30,3.3352411304160003e+31
2025-05-20,EPL,Man City,Bournemouth,H,0.8411,0.2266,1.55,0.3037,1.6676205652080002e+30,True,9.171913108644002e+29,3.42696026150244e+31
2025-05-20,EPL,Crystal Palace,Wolves,H,0.6077,0.1884,2.25,0.3673,1.7134801307512202e+30,True,2.1418501634390254e+30,3.6411452778463426e+31
2025-05-23,SERIE_A,Napoli,Cagliari,H,0.8761,0.0896,1.2,0.0513,1.8205726389231713e+30,True,3.641145277846342e+29,3.677556730624806e+31
2025-05-23,SERIE_A,Como,Inter,A,0.7334,0.153,1.65,0.2102,1.838778365312403e+30,True,1.1952059374530619e+30,3.797077324370112e+31
2025-05-24,LA_LIGA,Espanol,Las Palmas,H,0.7963,0.1128,1.38,0.0989,1.898538662185056e+30,True,7.214446916303211e+29,3.8692217935331444e+31
2025-05-24,LA_LIGA,Vallecano,Mallorca,D,0.5056,0.2792,4.2,1.1234,1.9346108967665722e+30,True,6.190754869653031e+30,4.4882972804984475e+31
2025-05-24,LA_LIGA,Leganes,Valladolid,H,0.8035,0.0753,1.3,0.0446,1.6676191575296188e+30,True,5.002857472588857e+29,4.538325855224336e+31
2025-05-24,LA_LIGA,Alaves,Osasuna,A,0.5105,0.1055,2.35,0.1997,1.678398702521119e+30,False,-1.678398702521119e+30,4.370485984972225e+31
2025-05-24,SERIE_A,Milan,Monza,H,0.9318,0.1537,1.22,0.1368,2.1852429924861125e+30,True,4.807534583469447e+29,4.4185613308069195e+31
2025-05-24,LA_LIGA,Getafe,Celta,A,0.7095,0.1953,1.85,0.3126,2.2092806654034597e+30,True,1.877888565592941e+30,4.606350187366213e+31
2025-05-24,SERIE_A,Bologna,Genoa,A,0.5739,0.416,6.0,2.4431,2.303175093683107e+30,True,1.1515875468415534e+31,5.757937734207767e+31
2025-05-24,LA_LIGA,Real Madrid,Sociedad,H,0.8549,0.1894,1.42,0.214,2.878968867103884e+30,True,1.2091669241836311e+30,5.8788544266261305e+31
2025-05-25,SERIE_A,Empoli,Verona,A,0.5445,0.3259,4.33,1.3578,2.9394272133130656e+30,True,9.788292620332508e+30,6.857683688659382e+31
2025-05-25,SERIE_A,Atalanta,Parma,A,0.5156,0.3264,5.0,1.5778,3.428841844329691e+30,True,1.3715367377318765e+31,8.229220426391259e+31
2025-05-25,SERIE_A,Udinese,Fiorentina,A,0.6665,0.1894,2.0,0.333,4.11461021319563e+30,True,4.11461021319563e+30,8.640681447710823e+31
2025-05-25,LA_LIGA,Girona,Ath Madrid,A,0.5867,0.0897,1.91,0.1206,2.862540886214807e+30,True,2.604912206455474e+30,8.90117266835637e+31
2025-05-25,EPL,Southampton,Arsenal,A,0.9147,0.1845,1.3,0.1891,4.450586334178185e+30,True,1.335175900253456e+30,9.034690258381714e+31
2025-05-25,EPL,Nott'm Forest,Chelsea,A,0.511,0.0799,2.2,0.1241,2.336488623877465e+30,True,2.8037863486529585e+30,9.315068893247011e+31
2025-05-25,EPL,Tottenham,Brighton,A,0.7295,0.1731,1.7,0.2402,4.6575344466235056e+30,True,3.2602741126364537e+30,9.641096304510656e+31
2025-05-25,EPL,Ipswich,West Ham,A,0.7915,0.359,2.2,0.7413,4.820548152255328e+30,True,5.784657782706395e+30,1.0219562082781295e+32
2025-05-25,EPL,Fulham,Man City,A,0.8035,0.2156,1.6,0.2856,5.109781041390648e+30,True,3.0658686248343893e+30,1.0526148945264734e+32
2025-05-25,EPL,Bournemouth,Leicester,H,0.8289,0.1196,1.33,0.1025,5.263074472632367e+30,True,1.7368145759686816e+30,1.0699830402861601e+32
2025-05-25,SERIE_A,Torino,Roma,A,0.7764,0.1738,1.57,0.219,5.349915201430801e+30,True,3.049451664815557e+30,1.1004775569343156e+32
2025-05-25,LA_LIGA,Ath Bilbao,Barcelona,A,0.6039,0.1527,2.1,0.2683,5.502387784671578e+30,True,6.052626563138736e+30,1.161003822565703e+32
2025-05-25,SERIE_A,Venezia,Juventus,A,0.7864,0.1689,1.53,0.2031,5.805019112828516e+30,True,3.076660129799114e+30,1.1917704238636942e+32
